"Tipo","Clase","Nombre","Autor","Año","Colección","Estado","Presta","Comunidad","ID","Tel"
"Texto guia","C. naturales","C. C. naturaless C. naturales","Antonio M. Tabares","1975","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. naturales","C. C. naturaless C. naturales","Leonel Vargas H","1982","general","Disponible","Name","Comunity","Number","Number"
"libro","C. naturales","C. C. naturaless C. naturales (Cuerpo humano, mamiferos, Oceanos, Tierra salvaje)","Corporativo","2007","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. naturales","C. C. naturaless C. naturales 5 de primaria","Leonel Vargas H","1976","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. naturales","C. C. naturaless C. naturales 5/ 2 cartilla","Corporativo",NA,"general","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. naturales","C. C. naturaless C. naturales y medio ambiente/ 1 cartilla","Fundacion Multitaller de la universidad del valle","1996","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. naturales","C. C. naturaless C. naturales y medio ambiente/ 2 cartilla","Fundacion Multitaller de la universidad del valle","1996","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. naturales","C. C. naturaless C. naturales y medio ambiente/ 2 cartilla","Fundacion Multitaller de la universidad del valle","1996","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. naturales","C. C. naturaless C. naturales y medio ambiente/ 3 cartilla","Fundacion Multitaller de la universidad del valle","1996","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. naturales","C. C. naturaless C. naturales, 4 curso primaria","Corporativo","1990","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. naturales","C. C. naturaless C. naturales, 5 curso primaria","Corporativo","1990","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. sociales","C. C. naturaless sociales 5/ 1 cartilla","Corporativo","2004","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. sociales","C. C. naturaless sociales 9","Corporativo","2004","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. sociales","C. C. naturaless sociales 9","Corporativo","1999","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. sociales","C. C. naturaless sociales integradas 9","Corporativo","1989","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. naturales","C. C. naturaless y medio ambiente 5/ 3 cartilla","Fundacion Multitaller de la universidad del valle","1996","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Matematicas","Circunferencia y circulo","Corporativo","1982","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","C. sociales","Civica elemental","Roberto Cortazar","1960","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","C. sociales","Civica superior, instituciones colombianas y civismo internacional","Federico Arbelaez Lema","1966","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Leonardo da Vinci: Claro y oscuro","Leonardo Venegas","1955","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","cobro de sangre","Mario Mendoza","2004","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","Cocina con los niños","bernadette theulet-luzie",NA,NA,"Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Coctelera","Alfonso Castillo Gomez","1966","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. sociales","Codigo del buen ciudadano","Maria Guerrero de Burgos",NA,"general","Disponible","Name","Comunity","Number","Number"
"literatura universal","C. sociales","Codigo del menor","Corporativo","2004","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","C. sociales","Codigo fiscal de Caldas","Corporativo","1966","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","C. sociales","Codigo fiscal de Caldas","Corporativo","1966","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Matematicas","Codigo icfes","Corporativo","2005","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","C. sociales","Codigo sustantivo del trabajo","Corporativo","1995","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","C. sociales","Codigo sustantivo del trabajo","Corporativo","1995","general","Disponible","Name","Comunity","Number","Number"
"libro","C. naturales","colibri insectos, reptiles, anfibios y peces","carlosR, beutelspacher","1979","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","C. naturales","colibri insectos, reptiles, anfibios y peces","carlosR, beutelspacher","1979","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","colibri juegos y mas juegos II","Gilda rincon","1979","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","colibri juegos y mas juegos II","Gilda rincon","1979","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","colibri la pulga aventurera y otros castellanos","Rocio sanz","1979","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","colibri la pulga aventurera y otros castellanos","Rocio sanz","1979","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","colibri la pulga aventurera y otros castellanos","Rocio sanz","1979","Infantil","Disponible","Name","Comunity","Number","Number"
"Libro","C. sociales","colombia","mary virginia fox","2001","Infantil","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. sociales","Colombia al filo de la oportundida/ informe conjunto","varios","1994","general","Disponible","Name","Comunity","Number","Number"
"enciclopedia de colombia","C. sociales","colombia contemporanea","mario german romero",NA,"general","Disponible","Name","Comunity","Number","Number"
"enciclopedia de colombia","C. sociales","colombia independencia","mario german romero",NA,"general","Disponible","Name","Comunity","Number","Number"
"libro","C. sociales","Colombia, consultor tematico","Corporativo","1991","general","Disponible","Name","Comunity","Number","Number"
"libro","C. sociales","Colombia, historia-Personajes","Farid Estefann Uribe","2001","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","C. sociales","Colombianos creando soberania alimentria","Corporativo","2009","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Colonia escolares","Jose Martinez Aguilar","1963","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","C. sociales","comision de investigacion de sucesos violentos de Trujillo","Corporativo","1995","general","Disponible","Name","Comunity","Number","Number"
"cartilla","Filosofia","como comes tu","dami alicia castado",NA,NA,"Disponible","Name","Comunity","Number","Number"
"libro","Filosofia","como comportarse en las fiestas","arianna candell","2006","Infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Como conocer y sacar provecho de tu propio temperamento","W.H. Sheldon - E.Salesman",NA,"general","Disponible","Name","Comunity","Number","Number"
"libro","Filosofia","Como educar a niños con problemas de aprendizaje","Corporativo","2000","general","Disponible","Name","Comunity","Number","Number"
"Libro","C. naturales","como el hombre llego a ser gigante","lli-segal","1994","general","Disponible","Name","Comunity","Number","Number"
"cartilla","castellano","como es el cocodrilo","teresa novoa","no tiene",NA,"Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Como Gertrudis enseña a sus hijos","Enrique Pestalozzi","1963","general","Disponible","Name","Comunity","Number","Number"
"libro","Filosofia","como hablar de Filosofia con los niños","doninique julien","2014",NA,"Disponible","Name","Comunity","Number","Number"
"Libro","castellano","como llegar a ser escritor","rafael escandon",NA,"general","Disponible","Name","Comunity","Number","Number"
"Libro","castellano","como se enamoraron papa y mama","Katrina Grossmann","2008","Infantil","Disponible","Name","Comunity","Number","Number"
"Texto guia","castellano","Como ser vigia de salud","Corporativo",NA,"general","Disponible","Name","Comunity","Number","Number"
"Texto guia","castellano","Como ser vigia de salud","Corporativo",NA,"general","Disponible","Name","Comunity","Number","Number"
"Texto guia","castellano","Como ser vigia de salud","Corporativo",NA,"general","Disponible","Name","Comunity","Number","Number"
"Texto guia","castellano","Como ser vigia de salud","Corporativo",NA,"general","Disponible","Name","Comunity","Number","Number"
"Texto guia","castellano","Como ser vigia de salud","Corporativo",NA,"general","Disponible","Name","Comunity","Number","Number"
"Texto guia","castellano","Como ser vigia de salud","Corporativo",NA,"general","Disponible","Name","Comunity","Number","Number"
"Texto guia","castellano","Como ser vigia de salud","Corporativo",NA,"general","Disponible","Name","Comunity","Number","Number"
"cartilla","Filosofia","como te lavas","dami alicia castado",NA,NA,"Disponible","Name","Comunity","Number","Number"
"Texto guia","Salud","Compendio de farmacodependencia y Alcoholismo","Corporativo","1994","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","C. sociales","Compendio de historia de Colombia y educacion civica","Nicolas Gaviria","1977","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","C. sociales","Compendio de historia de Colombia y educacion civica","Nicolas Gaviria","1977","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","Filosofia","Compendio de sexualidad humana","Heli Alzate","1982","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","Salud","Comportamiento y salud","Guillermo Gonzales Illidge","1978","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Salud","Comportamiento y salud 1, el amor humano","Maria Eugenia Carvajal de Guerrero","1984","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Salud","Comportamiento y salud 1, el amor humano","Maria Eugenia Carvajal de Guerrero","1984","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. sociales","Comportamiento y salud 2, el amor humano","Maria Eugenia Carvajal de Guerrero","1984","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. sociales","Comportamiento y salud 2, el amor humano","Maria Eugenia Carvajal de Guerrero","1984","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","N/A","Compromiso con Caldas, compromiso de todos","Corporativo","1984","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","concideraciones acerca del pecado","Franz Kafka","2003","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","concideraciones acerca del pecado","Franz Kafka","2003","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","concideraciones acerca del pecado","Franz Kafka","2003","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","concideraciones acerca del pecado","Franz Kafka","2003","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","concideraciones acerca del pecado","Franz Kafka","2003","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","concierto para la escalera y orquesta","antonio orlando rodriguez","1995","general","Disponible","Name","Comunity","Number","Number"
